"Price","PostedBy","UnCon","RERA","NoR","ToP","Size","RtM","RoN","Longitude","Latitude","NoS","NoP"
"1200","Dealer",0,1,1,"BHK","600",1,0,19.05871,72.89969,2,1
"700","Dealer",0,1,2,"BHK","1119.104716",1,1,18.558319,73.77588,1,1
"255","Owner",0,0,2,"BHK","1050.247117",1,1,22.323406,73.240395,1,1
"260","Owner",0,1,2,"BHK","1100.296234",1,1,22.294094,73.233686,0,1
"295","Dealer",1,0,2,"BHK","893.9393939",0,0,22.101107,88.374433,1,2
"3300","Dealer",0,0,4,"BHK","2099.90455",1,1,19.068492,72.898896,5,4
"1700","Dealer",0,0,3,"BHK","1515.016487",1,1,19.061701,73.080488,2,2
"263","Dealer",1,1,3,"BHK","1050.319489",0,1,28.406152,77.355951,1,3
"650","Dealer",1,1,1,"BHK","453.0248118",0,0,19.249861,72.963866,2,1
"419","Builder",1,1,2,"BHK","686.5475995",0,0,18.440853,73.90536,0,2
"1400","Dealer",0,0,4,"BHK","2220.812183",1,1,22.54111,88.33778,1,3
"1800","Dealer",1,1,3,"BHK","833.25618",0,0,19.1759,72.9522,2,3
"670","Owner",0,1,2,"BHK","920.076902",1,1,18.52361,73.84778,2,2
"1400","Dealer",1,1,4,"BHK","3122.21231",0,0,30.696627,76.693764,1,3
"280","Owner",0,1,2,"BHK","900.032144",1,1,28.66667,77.41667,0,1
"400","Dealer",0,0,3,"BHK","1445.086705",1,1,30.662283,76.822397,3,3
"400","Owner",0,0,2,"BHK","1100.110011",1,1,24.395822,78.989627,1,2
"455","Owner",0,0,2,"BHK","1500.164853",1,1,31.654723,74.861559,1,2
"450","Owner",0,1,2,"BHK","1299.82669",1,1,21.094632,79.074805,2,2
"105","Owner",0,0,1,"BHK","380.0217155",1,1,19.811319,72.76894,0,0
"2500","Dealer",0,0,4,"BHK","1749.965001",1,1,19.01891,73.039292,4,4
"262","Dealer",1,0,2,"BHK","748.5714286",0,1,13.09,80.27,0,2
"1300","Dealer",0,0,2,"BHK","1317.389542",1,1,19.048979,73.078232,3,1
"490","Dealer",1,1,1,"BHK","649.9535747",0,1,28.509982,77.05185,0,0
"510","Owner",0,1,3,"BHK","1500",1,1,30.752321,76.772816,2,2
"190","Owner",0,0,1,"BHK","625",1,1,18.52361,73.84778,0,1
"85","Owner",0,0,1,"BHK","549.8059508",1,1,22.304805,73.23414,0,0
"1400","Dealer",0,0,2,"BHK","800",1,1,19.1955,72.8728,4,2
"760","Dealer",0,0,2,"BHK","1400.147384",1,1,35,136,2,2
"340","Owner",0,0,1,"BHK","644.0613753",1,1,12.9623,80.1986,0,1
"75","Owner",0,0,2,"BHK","700.280112",1,1,21.1833,81.6833,2,2
"900","Dealer",0,1,3,"BHK","1646.84355",1,1,28.546788,77.378494,2,3
"460","Dealer",0,1,3,"BHK","1300.169587",1,1,28.579004,77.431173,1,3
"200","Dealer",0,0,2,"BHK","950.1187648",1,1,28.708257,77.338834,1,2
"309","Dealer",0,0,2,"BHK","981.2638933",1,1,22.648322,88.4431525,1,2
"260","Dealer",0,1,2,"BHK","592.120246",1,1,28.406388,77.342588,2,2
"430","Dealer",0,1,2,"BHK","1251.091068",1,1,21.235342,72.917751,3,2
"444","Dealer",1,0,2,"BHK","1252.82167",0,1,21.17,72.83,1,2
"496","Dealer",0,0,3,"BHK","1078.26087",1,1,22.498882,88.317556,1,2
"860","Dealer",1,0,1,"BHK","704.9758177",0,1,19.11333,72.921567,1,0
"700","Owner",0,0,3,"BHK","1531.058618",1,1,26.8626,75.7633,2,2
"380","Owner",0,0,2,"BHK","1175.015461",1,1,22.340396,73.19706,0,2
"625","Dealer",0,0,3,"BHK","1315.23569",1,1,12.883959,77.683376,2,2
"430","Dealer",0,0,1,"BHK","625",1,1,19.2167,73.0833,1,0
"402","Dealer",1,1,1,"BHK","514.2637841",0,1,15.384909,73.850001,3,1
"172","Dealer",0,0,1,"BHK","578.3456624",1,1,28.57,77.32,1,1
"750","Owner",0,0,2,"BHK","1133.95827",1,1,23.166495,72.63429,3,1
"350","Owner",0,0,3,"BHK","1400",1,1,22.323406,73.240395,0,2
"390","Owner",0,0,2,"BHK","74.00098668",1,1,15.39522,73.80773,1,1
"780","Dealer",0,0,3,"BHK","1809.74478",1,1,26.850391,75.814198,3,2
"165","Owner",0,0,2,"BHK","1055.662188",1,1,21.610509,73.030424,3,1
"450","Owner",0,0,2,"BHK","1060.070671",1,1,12.8706,77.6279,2,2
"901","Dealer",0,0,3,"BHK","1509.718499",1,1,13.219742,76.698537,4,2
"350","Owner",0,0,2,"BHK","1150.180743",1,1,21.17,72.83,0,1
"495","Dealer",1,0,2,"BHK","1110.114375",0,1,11.026678,76.903583,4,1
"440","Owner",0,0,2,"BHK","1269.10874",1,1,12.817956,77.452539,1,1
"740","Owner",0,0,2,"BHK","1195.090439",1,1,28.429614,77.481711,2,2
"250","Owner",0,1,1,"BHK","606.0606061",1,1,13.118288,79.997696,1,1
"349","Dealer",0,0,3,"BHK","1125.080593",1,1,30.74,76.65,1,3
"1900","Dealer",0,0,2,"BHK","1023.100533",1,1,19.18,72.96333,4,1
"2800","Dealer",1,1,4,"BHK","1978.379142",0,0,19.038205,73.06612,6,3
"1000","Owner",0,0,3,"BHK","1680.107527",1,1,13.23,77.7,3,3
"394","Dealer",1,1,2,"BHK","1248.020272",0,1,25.3945,81.8615,4,2
"600","Dealer",1,1,1,"BHK","710.0591716",0,1,19.283359,72.864964,2,0
"410","Dealer",1,0,3,"BHK","1484.431571",0,1,25.254685,87.023352,0,3
"525","Owner",0,1,3,"BHK","2150.757886",1,1,30.768683,76.650876,3,2
"1200","Dealer",1,1,2,"BHK","923.7875289",0,1,28.359199,76.836683,3,1
"700","Owner",0,0,2,"BHK","1000",1,1,18.490075,73.968862,2,1
"350","Owner",0,0,3,"BHK","1200.274348",1,1,18.45807,73.891059,0,3
"320","Dealer",0,0,2,"BHK","1486.988848",1,1,26.8626,75.7633,3,1
"2000","Dealer",0,0,3,"BHK","2556.890821",1,1,28.378021,77.063066,3,2
"620","Dealer",0,0,2,"BHK","1243.232404",1,1,12.9377,80.2153,1,1
"869","Dealer",0,1,3,"BHK","1829.473684",1,1,21,77,1,2
"350","Owner",0,0,2,"BHK","936.0791656",1,1,26.864145,80.904794,2,2
"490","Dealer",1,0,2,"BHK","1139.534884",0,1,12.96991,77.59796,0,2
"500","Owner",0,1,2,"BHK","814.995925",1,1,18.53,73.84,2,2
"250","Owner",0,0,2,"BHK","674.0361283",1,1,10.5339,76.2085,1,2
"2300","Dealer",1,1,4,"BHK","3066.666667",0,1,26.850391,75.814198,3,4
"336","Dealer",1,0,2,"BHK","883.9779006",0,1,22.54111,88.33778,0,1
"648","Builder",1,0,2,"BHK","992.6470588",0,0,22.54111,88.33778,2,1
"720","Dealer",0,1,3,"BHK","1730.769231",1,1,24.395822,78.989627,2,3
"750","Dealer",0,0,3,"BHK","1547.029703",1,1,28.5942,77.3675,2,2
"300","Owner",0,0,2,"BHK","1100.110011",1,1,26.832353,75.841749,1,2
"380","Dealer",1,0,2,"BHK","1150.121065",0,1,26.094211,85.379115,2,2
"537","Dealer",1,0,3,"BHK","1894.179894",0,1,25.3945,81.8615,2,3
"240","Owner",0,0,2,"BHK","1008.403361",1,1,22.792431,75.842321,0,2
"440","Dealer",0,1,3,"BHK","1390.205371",1,1,26.900926,75.775927,1,2
"529","Dealer",1,1,2,"BHK","1102.083333",0,0,12.90015,80.22791,2,1
"500","Owner",0,0,4,"BHK","1399.776036",1,1,26.205239,78.203214,2,3
"1300","Dealer",0,1,3,"BHK","1521.179499",1,1,12.8855,77.5638,3,2
"350","Owner",0,0,6,"BHK","839.1273076",1,1,26.283697,73.001171,0,5
"805","Dealer",1,1,3,"BHK","1663.910707",0,1,28.59632,77.38143,3,2
"291","Dealer",1,1,2,"BHK","675.1740139",0,0,12.990758,77.656104,1,1
"1400","Dealer",0,0,3,"BHK","1675.242312",1,1,13.04394,80.17251,1,2
"4100","Dealer",0,0,4,"BHK","7268.214856",1,1,28.429614,77.481711,5,4
"402","Dealer",0,0,3,"BHK","1383.344804",1,1,28.553374,77.355611,0,3
"410","Dealer",0,0,2,"BHK","1200.234192",1,1,21.17,72.83,0,1
"1000","Dealer",0,1,3,"BHK","1274.534795",1,1,18.52361,73.84778,1,3
"1300","Dealer",0,1,4,"BHK","2573.238321",1,1,28.474616,76.990309,1,4
"1100","Dealer",1,1,3,"BHK","1486.486486",0,1,18.5438,73.9438,1,2
"630","Owner",0,0,2,"BHK","1149.844862",1,1,19.864265,75.326624,1,2
"410","Owner",0,0,2,"BHK","736.0861759",1,1,22.491565,88.402473,1,1
"1100","Dealer",0,0,2,"BHK","1150.026137",1,1,19.033956,73.075342,1,2
"480","Owner",0,0,2,"BHK","1005.025126",1,1,12.80009,77.71182,2,2
"481","Dealer",1,1,2,"BHK","749.2211838",0,1,24.69028,78.41889,1,2
"285","Owner",0,0,2,"BHK","775.0883873",1,1,29.892311,78.000723,1,1
"1100","Dealer",0,0,3,"BHK","1847.187238",1,0,28.397468,76.945489,1,2
"650","Owner",0,0,3,"BHK","1310.219714",1,1,23.340712,85.314694,2,3
"420","Owner",0,1,3,"BHK","1205.164993",1,1,28.51583,77.1775,0,3
"1700","Dealer",0,0,2,"BHK","1165.740931",1,1,28.59863,77.333939,2,1
"480","Dealer",0,0,1,"BHK","690.0517539",1,1,18.964489,73.019574,1,1
"510","Owner",0,1,3,"BHK","1750.171585",1,1,30.768683,76.650876,1,3
"300","Dealer",0,1,2,"BHK","1100.110011",1,1,28.629811,77.434197,1,1
"1200","Dealer",1,0,2,"BHK","568.0204487",0,1,28.6396,77.0884,1,2
"600","Dealer",0,1,3,"BHK","1880.288311",1,1,31.261414,75.589997,5,3
"490","Dealer",0,1,2,"BHK","1015.123265",1,1,18.96667,72.83333,0,2
"850","Owner",0,0,3,"BHK","1749.691231",1,1,15.366381,75.151669,4,3
"1500","Dealer",0,1,3,"BHK","1756.234633",1,1,28.651918,77.348794,2,2
"480","Owner",0,0,3,"BHK","1085.236265",1,1,13.096611,77.716385,1,2
"125","Owner",0,0,2,"BHK","749.4004796",1,1,21.23994,72.85652,1,1
"1600","Owner",0,0,3,"BHK","3248.730964",1,1,28.560719,77.386208,2,3
"490","Dealer",0,0,3,"BHK","1845.574388",1,1,28.874383,77.113251,1,2
"1600","Dealer",1,1,2,"BHK","1165.076822",0,1,24.69028,78.41889,3,1
"250","Owner",0,0,2,"BHK","1000",1,1,22.775,86.2528,4,2
"330","Owner",0,0,2,"BHK","915.1414309",1,1,12.86,77.786,3,1
"300","Owner",0,0,1,"BHK","378.0241935",1,1,28.65998,77.370279,0,0
"300","Dealer",0,0,2,"BHK","1074.883554",1,1,28.629811,77.434197,0,1
"950","Dealer",0,0,2,"BHK","1000",1,1,18.400173,77.122636,1,2
"2200","Owner",1,1,3,"BHK","2219.531881",0,1,28.546788,77.378494,3,3
"300","Owner",0,0,2,"BHK","847.9366874",1,1,13.0604,80.2657,2,1
"219","Dealer",0,0,2,"BHK","896.4388047",1,1,28.874383,77.113251,1,1
"1600","Dealer",1,1,3,"BHK","729.3946025",0,0,19.255098,72.9815265,2,3
"250","Owner",0,0,3,"BHK","1100.352113",1,1,23.275614,77.378878,0,2
"870","Owner",0,0,2,"BHK","1850.276478",1,1,12.96991,77.59796,1,1
"860","Owner",0,0,3,"BHK","1600",1,1,12.641638,77.207882,2,3
"260","Dealer",0,0,2,"BHK","820.1892744",1,1,22.617564,88.427982,1,2
"520","Dealer",0,0,2,"BHK","930.0661778",1,1,20.042481,74.473635,2,1
"350","Dealer",1,0,2,"BHK","511.9953189",0,0,22.54111,88.33778,1,2
"550","Dealer",0,0,2,"BHK","1150.146382",1,1,30.689021,76.860403,2,2
"1400","Dealer",0,0,2,"BHK","1075.268817",1,1,19.038205,73.06612,2,1
"800","Dealer",0,1,2,"BHK","906.002265",1,1,18.53,73.84,4,1
"780","Owner",0,0,2,"BHK","850.321596",1,1,15.545,73.76306,2,1
"150","Dealer",0,0,1,"BHK","350.0583431",1,1,22.65921,88.4384,3,1
"1500","Dealer",1,1,2,"BHK","1363.636364",0,0,28.510034,77.06508,2,2
"453","Dealer",1,0,2,"BHK","1510",0,1,23.182972,72.611485,0,1
"400","Dealer",1,1,2,"BHK","813.0081301",0,1,18.637802,73.745912,2,2
"850","Dealer",1,1,2,"BHK","895.9628966",0,1,19.18,72.96333,1,1
"660","Owner",0,0,2,"BHK","1050.119332",1,1,13.0631,80.1719,1,1
"570","Dealer",1,1,2,"BHK","1190.227605",0,1,20.353795,85.82102,4,1
"1400","Dealer",1,1,2,"BHK","991.7121201",0,1,24.69028,78.41889,2,2
"540","Dealer",0,0,3,"BHK","1200",1,1,27.544046,76.598675,3,2
"1600","Dealer",0,0,3,"BHK","1562.194884",1,1,30.708083,76.743439,2,3
"250","Owner",0,0,2,"BHK","749.85003",1,1,21.111835,79.038732,0,2
"690","Dealer",0,0,3,"BHK","2349.336057",1,1,12.973237,77.646859,2,2
"1100","Dealer",0,0,3,"BHK","1446.416831",1,1,12.96991,77.59796,3,3
"450","Owner",0,0,1,"BHK","850.0188893",1,1,26.8626,75.7633,1,1
"260","Owner",0,0,1,"BHK","560.1034037",1,1,19.11667,73.73333,1,1
"450","Dealer",0,0,1,"BHK","665.0901567",1,1,18.52361,73.84778,0,0
"9000","Dealer",1,1,4,"BHK","6232.255384",0,1,12.9847,77.5491,9,4
"581","Dealer",1,1,2,"BHK","992.4837718",0,1,18.5993,73.7625,1,2
"1800","Dealer",0,1,3,"BHK","2432.432432",1,1,28.560719,77.386208,3,2
"810","Dealer",0,1,2,"BHK","1060.070671",1,1,18.558319,73.77588,3,2
"1100","Dealer",0,0,2,"BHK","1137.656428",1,1,19.033956,73.075342,2,2
"380","Owner",0,0,2,"BHK","870.162583",1,1,22.504225,88.379757,3,2
"1000","Dealer",1,1,3,"BHK","1619.170984",0,1,28.546788,77.378494,3,3
"1000","Dealer",0,0,3,"BHK","1657.275439",1,1,12.9077,77.6755,1,3
"320","Dealer",0,0,3,"BHK","1300.284437",1,1,26.8626,75.7633,2,3
"480","Dealer",0,0,2,"BHK","1150.251618",1,1,30.65,76.82,1,2
"2400","Dealer",1,1,3,"BHK","1537.9686",0,1,19.048403,72.88731,4,2
"650","Owner",0,0,3,"BHK","1800.055386",1,1,12.9958935,77.761394,1,2
"200","Owner",0,0,2,"BHK","882.2232025",1,1,22.68333,88.36667,1,1
"280","Owner",0,0,2,"BHK","900.032144",1,1,15.5,80.05,4,1
"1300","Owner",0,1,4,"BHK","2600",1,1,28.65998,77.370279,2,4
"3500","Dealer",1,1,3,"BHK","1491.646778",0,1,20.742166,80.104602,4,3
"2700","Dealer",0,0,2,"BHK","1030.927835",1,1,19.124896,72.893503,4,1
"350","Owner",0,0,2,"BHK","1022.494888",1,1,12.840956,77.659441,0,1
"290","Owner",0,0,2,"BHK","930.0833868",1,1,21.232813,72.832454,1,1
"3500","Dealer",0,0,3,"BHK","1877.279554",1,1,24.69028,78.41889,4,3
"397","Builder",1,1,2,"BHK","554.9343025",0,0,20.098413,79.10786,1,1
"1500","Dealer",1,1,2,"BHK","617.0046481",0,1,19.019169,73.014086,2,1
"270","Owner",0,1,2,"BHK","1000",1,1,16.753034,80.729469,0,2
"653","Dealer",0,1,3,"BHK","1360.416667",1,1,13.011583,80.123114,2,3
"577","Builder",1,1,2,"BHK","1165.892099",0,0,13.055985,77.622157,3,1
"1600","Dealer",1,1,2,"BHK","1079.76785",0,1,24.69028,78.41889,3,1
"185","Owner",0,0,1,"BHK","516.0390516",1,1,27.04965,80.851214,0,0
"490","Dealer",0,1,2,"BHK","1131.901132",1,1,18.714661,73.678196,0,2
"1000","Dealer",0,0,3,"BHK","2016.942315",1,1,28.392686,76.959391,1,2
"478","Owner",0,0,2,"BHK","1648.275862",1,1,22.54111,88.33778,0,2
"1200","Dealer",0,0,5,"BHK","2200.220022",1,1,30.65,76.82,2,4
"2600","Dealer",0,1,3,"BHK","1648.386483",1,1,19.1758,72.8643,7,2
"375","Dealer",1,1,2,"BHK","633.8742394",0,0,19.811319,72.76894,1,1
"335","Dealer",1,1,1,"BHK","617.9671647",0,0,12.840956,77.659441,2,0
"600","Dealer",1,0,3,"BHK","1825.37268",0,1,21.17,72.83,2,2
"850","Owner",1,0,2,"BHK","1295.139418",0,1,13.041421,77.500532,1,2
"348","Dealer",0,0,1,"BHK","681.0176125",1,1,18.651598,73.735448,1,1
"800","Owner",0,0,3,"BHK","1600",1,1,28.6221,77.3674,1,2
"910","Dealer",0,0,3,"BHK","1631.116688",1,1,13.055985,77.622157,2,2
"293","Builder",0,1,1,"BHK","699.1171558",1,0,30.352817,78.072107,2,0
"710","Dealer",0,0,3,"BHK","2371.409486",1,1,28.406388,77.342588,2,2
"515","Dealer",0,0,3,"BHK","1760.082023",1,1,22.288976,73.128222,1,3
"310","Owner",0,0,2,"BHK","1100.070972",1,1,22.72056,75.84722,0,2
"870","Dealer",0,0,3,"BHK","1534.932957",1,1,20.098413,79.10786,1,2
"470","Dealer",1,1,1,"BHK","368.7720675",0,0,19.038205,73.06612,1,0
"692","Dealer",1,1,3,"BHK","1549.138124",0,1,30.662283,76.822397,4,3
"353","Owner",0,0,3,"BHK","1398.019802",1,1,23.82061,86.453351,2,2
"769","Builder",0,0,2,"BHK","1763.357028",1,0,15.488915,73.910061,1,1
"3300","Dealer",1,1,4,"BHK","2645.078551",0,1,19.1955,72.8728,5,4
"192","Owner",0,0,1,"BHK","536.0134003",1,1,22.312063,72.674296,2,0
"822","Dealer",0,0,2,"BHK","1370",1,1,19.980678,79.297436,1,2
"2000","Dealer",0,0,2,"BHK","761.2087996",1,1,19.1615,72.8731,3,2
"6500","Dealer",0,1,3,"BHK","1900.029231",1,1,19.0164,72.8294,8,2
"865","Dealer",0,1,2,"BHK","954.5354226",1,1,12.961,80.2409,1,1
"2800","Dealer",0,1,4,"BHK","4544.716767",1,1,28.526624,77.376718,3,3
"500","Owner",0,0,3,"BHK","1355.01355",1,1,21.16094,72.773991,0,2
"1600","Dealer",0,0,2,"BHK","1030.065023",1,1,19.1758,72.8643,2,2
"582","Dealer",1,1,2,"BHK","1135.166764",0,1,18.52783,73.875757,1,1
"450","Dealer",0,0,2,"BHK","850.1794823",1,1,12.919423,77.522774,1,1
"3200","Dealer",0,0,3,"BHK","999.6563681",1,1,19.078305,72.905931,4,2
"680","Owner",0,0,2,"BHK","1139.028476",1,1,28.546788,77.378494,2,2
"1400","Dealer",0,1,3,"BHK","2223.280927",1,1,28.488415,77.285903,6,3
"1200","Dealer",0,0,3,"BHK","1500",1,1,18.5438,73.9438,2,2
"700","Owner",0,0,3,"BHK","1228.932584",1,1,12.774745,77.671996,5,2
"900","Owner",0,0,4,"BHK","1600",1,1,26.79757,80.915983,3,4
"1400","Dealer",0,1,4,"BHK","2845.528455",1,0,30.696627,76.693764,2,4
"499","Dealer",0,0,2,"BHK","1300.156331",1,1,28.40473,77.367514,0,1
"750","Dealer",0,0,2,"BHK","916.0864786",1,1,18.5956,73.7981,3,1
"480","Dealer",0,0,3,"BHK","902.086074",1,1,22.54111,88.33778,0,3
"430","Owner",0,1,2,"BHK","990.0990099",1,1,28.560719,77.386208,0,2
"550","Owner",0,0,2,"BHK","998.003992",1,1,12.91716,80.19287,2,1
"1400","Dealer",0,0,3,"BHK","2015.258385",1,1,13.055985,77.622157,1,2
"440","Dealer",0,0,3,"BHK","1076.057716",1,1,22.54111,88.33778,1,3
"420","Dealer",1,0,2,"BHK","951.0869565",0,1,12.852401,80.059339,1,1
"607","Dealer",0,1,3,"BHK","1348.888889",1,1,28.5035,77.426447,1,3
"300","Owner",0,1,1,"BHK","597.0149254",1,1,13.164321,80.196634,1,1
"450","Owner",0,0,2,"BHK","960.1024109",1,1,12.93739,80.13874,0,1
"260","Owner",0,0,2,"BHK","1000",1,1,12.8458,77.6727,1,1
"237","Dealer",0,0,1,"BHK","493.9558149",1,1,28.506454,77.409568,0,1
"320","Owner",0,0,1,"BHK","506.0088552",1,1,18.57942,73.815235,1,1
"6000","Dealer",0,0,4,"BHK","4000",1,1,12.96991,77.59796,7,4
"1100","Owner",0,0,3,"BHK","1750.198886",1,1,19.878748,75.320274,1,3
"2400","Dealer",1,1,3,"BHK","2713.090662",0,1,12.985786,77.73556,4,2
"460","Dealer",0,1,3,"BHK","1571.574991",1,1,28.381971,77.347688,1,3
"620","Owner",0,0,3,"BHK","2071.500167",1,1,58.69175268,-117.0016994,2,2
"1000","Dealer",0,0,2,"BHK","809.5854922",1,1,19.255098,72.9815265,1,1
"570","Dealer",0,0,2,"BHK","899.9052731",1,1,18.475864,73.890009,2,1
"320","Owner",0,0,2,"BHK","1022.364217",1,1,26.48579,74.637122,1,2
"430","Dealer",1,1,1,"BHK","725.0042151",0,1,24.69028,78.41889,1,0
"236","Dealer",1,1,3,"BHK","745.8912769",0,1,28.25,77.07,0,2
"400","Dealer",0,0,3,"BHK","1281.229981",1,1,20.26444,85.82806,1,3
"490","Dealer",0,0,2,"BHK","1195.121951",1,1,28.66667,77.41667,1,1
"1100","Dealer",0,0,2,"BHK","1100",1,1,19.038205,73.06612,3,1
"769","Dealer",1,1,3,"BHK","2250.512145",0,1,30.662283,76.822397,2,3
"800","Dealer",0,0,3,"BHK","1650.165017",1,1,28.9196,76.8972,3,2
"1200","Dealer",0,0,2,"BHK","1150.086256",1,1,18.5481,73.8995,2,1
"850","Dealer",0,0,3,"BHK","1450.017059",1,1,28.5942,77.3675,2,3
"471","Dealer",0,1,2,"BHK","1239.473684",1,1,26.86056,80.91583,0,2
"350","Owner",0,0,2,"BHK","800",1,1,17.7,83.25,1,2
"378","Dealer",0,0,2,"BHK","1050",1,1,17.815234,83.35818,1,1
"820","Dealer",0,0,3,"BHK","1469.797455",1,1,28.644695,77.338956,2,3
"650","Owner",0,0,2,"BHK","1155.144837",1,1,12.984719,77.504238,3,2
"450","Owner",0,0,2,"BHK","986.8421053",1,1,19.08333,74.73333,3,2
"474","Owner",0,0,3,"BHK","1400.295421",1,1,22.598052,88.519625,2,2
"400","Dealer",0,0,3,"BHK","1650.165017",1,1,30.752321,76.772816,0,3
"790","Dealer",0,0,3,"BHK","1534.874684",1,1,13.1195,77.5837,1,3
"850","Dealer",1,0,1,"BHK","350.0102944",0,1,19.1615,72.8731,2,1
"490","Dealer",0,0,2,"BHK","1205.115593",1,1,28.542768,77.365736,0,1
"505","Dealer",0,0,2,"BHK","900.0178221",1,1,28.6221,77.3674,2,2
"359","Dealer",0,1,2,"BHK","1156.199678",1,1,30.662283,76.822397,0,1
"406","Builder",1,1,2,"BHK","978.313253",0,0,26.893148,75.739769,2,2
"239","Owner",0,1,2,"BHK","961.383749",1,1,28.698133,77.335746,1,1
"200","Owner",0,0,2,"BHK","1619.433198",1,1,28.66667,77.41667,3,2
"570","Owner",0,0,2,"BHK","910.1069775",1,1,18.602428,73.787111,2,2
"2500","Dealer",1,0,4,"BHK","1469.032789",0,0,19.239813,72.962722,2,3
"980","Dealer",0,0,2,"BHK","1050.037501",1,1,19.037971,73.070481,1,2
"2300","Dealer",0,1,3,"BHK","2500",1,1,28.546788,77.378494,2,3
"2500","Dealer",0,0,3,"BHK","1442.834882",1,1,19.05871,72.89969,2,3
"200","Owner",0,0,1,"BHK","613.1207848",1,1,15.9787,73.7047,2,1
"670","Dealer",0,0,1,"BHK","650.0436596",1,1,24.69028,78.41889,4,0
"290","Owner",0,0,3,"BHK","920.0507614",1,1,9.994,76.292,1,3
"410","Dealer",1,0,2,"BHK","1013.847676",0,1,26.142985,91.767427,1,1
"330","Owner",0,1,1,"BHK","655.0218341",1,1,18.81667,73.26667,0,1
"326","Dealer",0,0,2,"BHK","1263.565891",1,1,28.874383,77.113251,0,1
"529","Owner",0,1,2,"BHK","940.4444444",1,1,28.6423,77.3445,3,1
"200","Owner",0,0,2,"BHK","1079.913607",1,1,27.83333,78.16667,1,1
"2400","Dealer",0,1,4,"BHK","2699.96625",1,1,18.5993,73.7625,3,4
"650","Owner",0,1,3,"BHK","1505.32654",1,1,28.579004,77.431173,3,2
"2200","Dealer",0,1,3,"BHK","1161.194975",1,1,19.111438,72.878724,3,2
"1000","Dealer",0,0,2,"BHK","1187.789524",1,1,18.973908,73.025106,2,2
"1100","Dealer",0,0,4,"BHK","2486.999774",1,1,22.54111,88.33778,1,3
"1800","Dealer",1,1,2,"BHK","1107.624146",0,1,19.12,72.91,3,1
"360","Owner",0,0,2,"BHK","900",1,1,28.6496,77.402621,1,2
"1400","Owner",0,0,2,"BHK","980.0490025",1,1,12.305061,76.64028,2,1
"150","Dealer",0,1,1,"BHK","630.2521008",1,1,28.2102,76.8606,1,1
"300","Dealer",0,0,2,"BHK","800",1,1,13.09,80.27,1,2
"715","Dealer",0,1,2,"BHK","929.0540541",1,1,18.097689,74.735239,4,2
"1000","Dealer",0,0,1,"BHK","637.2673974",1,1,19.173951,72.860597,4,0
"500","Owner",0,0,3,"BHK","1850.481125",1,1,22.55,72.9,0,2
"2200","Dealer",0,0,3,"BHK","2177.571019",1,1,9.9800255,76.275303,2,2
"1900","Dealer",0,1,3,"BHK","1486.000313",1,1,19.1849,72.8347,3,2
"1100","Owner",0,0,2,"BHK","1290.019937",1,1,13.01926,77.647236,3,2
"596","Dealer",0,0,2,"BHK","1192",1,1,20.286571,85.810906,2,2
"800","Owner",0,0,3,"BHK","1890.359168",1,1,21.17,72.83,2,3
"680","Dealer",0,0,3,"BHK","1909.039865",1,1,28.406388,77.342588,2,3
"1100","Dealer",0,0,2,"BHK","1004.382761",1,1,19.371618,72.824114,3,1
"960","Dealer",0,0,3,"BHK","1895.734597",1,1,12.96991,77.59796,2,2
"338","Dealer",1,0,2,"BHK","921.4830971",0,1,26.103211,91.712918,0,2
"550","Dealer",1,1,3,"BHK","1260.311641",0,0,18.5853,73.7413,2,3
"540","Dealer",1,1,1,"BHK","450",0,0,19.038205,73.06612,2,0
"580","Dealer",0,0,3,"BHK","1619.659313",1,1,28.38016,77.369936,1,2
"235","Owner",0,0,2,"BHK","1266.163793",1,1,20.486196,72.87591,0,1
"4000","Dealer",0,1,3,"BHK","2167.904179",1,1,19.1615,72.8731,4,2
"440","Owner",0,0,3,"BHK","1070.038911",1,1,26.86056,80.91583,1,3
"191","Dealer",1,1,1,"BHK","669.9403718",0,1,21.17,72.83,0,1
"830","Dealer",0,1,3,"BHK","1449.781659",1,1,18.5853,73.7413,2,2
"1500","Dealer",0,0,2,"BHK","1161.350263",1,1,30.131866,77.296756,2,2
"920","Dealer",0,0,2,"BHK","1060.029957",1,1,24.69028,78.41889,3,1
"900","Dealer",0,0,2,"BHK","1191.106406",1,1,23.234655,72.651815,1,2
"690","Owner",0,0,2,"BHK","1219.943423",1,1,15.434208,75.008736,1,1
"1000","Dealer",0,0,2,"BHK","914.3275121",1,1,19.239813,72.962722,2,2
"3500","Dealer",0,0,3,"BHK","1877.279554",1,1,18.96667,72.83333,6,3
"400","Dealer",0,0,2,"BHK","984.9790692",1,1,12.96991,77.59796,0,1
"800","Dealer",0,0,1,"BHK","600.0150004",1,1,18.96667,72.83333,2,1
"540","Dealer",1,1,2,"BHK","1279.924153",0,1,30.857623,75.79918,1,1
"2200","Dealer",0,1,3,"BHK","2922.034799",1,1,18.52361,73.84778,2,3
"900","Owner",0,0,3,"BHK","4500",1,1,22.593463,72.931875,1,2
"389","Dealer",0,0,2,"BHK","1343.232044",1,1,28.368269,77.37273,0,2
"260","Owner",0,0,2,"BHK","1000",1,1,26.901749,80.947037,0,2
"850","Owner",0,0,3,"BHK","1740.020471",1,1,21.151992,72.81002,1,3
"280","Owner",0,0,1,"BHK","500",1,1,28.644695,77.338956,0,0
